,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,date,defensive_rebounds,game_score,location,made_field_goals,made_free_throws,made_three_point_field_goals,offensive_rebounds,opponent,outcome,personal_fouls,plus_minus,points_scored,seconds_played,steals,team,turnovers,name,slug,season_end_year
15,0,0,0,0,0,2015-01-02,0,-1.0,Location.HOME,0,0,0,0,Team.PHILADELPHIA_76ERS,Outcome.WIN,0,0,0,130,0,Team.PHOENIX_SUNS,1,Shavlik Randolph,randosh01,2015
16,0,1,0,0,0,2015-01-04,3,0.5,Location.HOME,0,0,0,1,Team.TORONTO_RAPTORS,Outcome.WIN,1,-5,0,407,0,Team.PHOENIX_SUNS,0,Shavlik Randolph,randosh01,2015
17,0,3,0,0,0,2015-02-20,2,0.9,Location.AWAY,1,0,0,2,Team.SACRAMENTO_KINGS,Outcome.LOSS,1,-5,2,371,0,Team.BOSTON_CELTICS,1,Shavlik Randolph,randosh01,2015
18,0,0,0,0,0,2015-02-25,0,-0.4,Location.HOME,0,0,0,0,Team.NEW_YORK_KNICKS,Outcome.WIN,1,-2,0,148,0,Team.BOSTON_CELTICS,0,Shavlik Randolph,randosh01,2015
19,1,6,0,1,1,2015-03-03,2,4.6,Location.AWAY,2,0,0,2,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1,-1,4,766,1,Team.BOSTON_CELTICS,0,Shavlik Randolph,randosh01,2015
20,0,1,2,0,0,2015-03-16,2,0.5,Location.HOME,0,1,0,0,Team.PHILADELPHIA_76ERS,Outcome.WIN,0,-1,1,132,0,Team.BOSTON_CELTICS,0,Shavlik Randolph,randosh01,2015
21,0,0,0,0,0,2015-03-20,2,0.6,Location.AWAY,0,0,0,0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,0,2,0,77,0,Team.BOSTON_CELTICS,0,Shavlik Randolph,randosh01,2015
22,1,16,1,0,1,2014-10-29,7,21.1,Location.HOME,12,1,0,6,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,3,11,25,2077,1,Team.MEMPHIS_GRIZZLIES,5,Zach Randolph,randoza01,2015
23,1,14,10,0,0,2014-10-31,7,22.0,Location.AWAY,7,8,0,6,Team.INDIANA_PACERS,Outcome.WIN,3,21,22,1965,3,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
24,0,12,0,0,0,2014-11-01,11,7.8,Location.AWAY,6,0,0,1,Team.CHARLOTTE_HORNETS,Outcome.WIN,3,4,12,1728,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
25,4,12,6,0,0,2014-11-03,9,14.5,Location.HOME,5,5,0,2,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,4,18,15,2002,2,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
26,0,9,3,0,0,2014-11-05,6,4.9,Location.AWAY,4,2,0,0,Team.PHOENIX_SUNS,Outcome.WIN,2,21,10,1766,2,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
27,2,16,4,0,0,2014-11-07,6,10.9,Location.AWAY,6,4,0,1,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,3,5,16,2073,2,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
28,1,14,7,1,0,2014-11-08,8,19.3,Location.AWAY,7,7,1,6,Team.MILWAUKEE_BUCKS,Outcome.LOSS,5,2,22,2155,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
29,0,10,4,0,0,2014-11-11,6,7.6,Location.HOME,4,3,0,4,Team.LOS_ANGELES_LAKERS,Outcome.WIN,3,-8,11,1775,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
30,2,13,8,0,0,2014-11-13,8,11.7,Location.HOME,6,5,0,0,Team.SACRAMENTO_KINGS,Outcome.WIN,3,3,17,2055,0,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
31,4,22,6,0,0,2014-11-15,9,16.0,Location.HOME,7,3,0,13,Team.DETROIT_PISTONS,Outcome.WIN,2,6,17,2224,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
32,1,11,6,0,0,2014-11-17,5,11.3,Location.HOME,4,6,0,2,Team.HOUSTON_ROCKETS,Outcome.WIN,3,26,14,1558,2,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
33,0,18,4,0,0,2014-11-19,10,15.0,Location.AWAY,7,4,0,8,Team.TORONTO_RAPTORS,Outcome.LOSS,2,5,18,2282,2,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
34,4,12,2,0,0,2014-11-21,14,16.8,Location.HOME,7,2,0,2,Team.BOSTON_CELTICS,Outcome.WIN,0,9,16,1637,0,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
35,1,11,0,0,0,2014-11-23,5,4.8,Location.HOME,5,0,0,3,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,2,12,10,1758,1,Team.MEMPHIS_GRIZZLIES,4,Zach Randolph,randoza01,2015
36,0,10,4,0,0,2014-11-26,5,12.3,Location.AWAY,7,2,0,4,Team.LOS_ANGELES_LAKERS,Outcome.WIN,0,6,16,1657,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
37,1,13,5,0,0,2014-11-28,10,10.3,Location.AWAY,7,0,0,3,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,3,10,14,1900,2,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
38,4,16,10,0,0,2014-11-30,10,21.4,Location.AWAY,8,6,0,2,Team.SACRAMENTO_KINGS,Outcome.WIN,3,14,22,2064,3,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
39,0,5,6,0,0,2014-12-03,4,6.1,Location.AWAY,2,4,0,2,Team.HOUSTON_ROCKETS,Outcome.LOSS,0,-16,8,1169,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
40,0,11,2,0,0,2014-12-05,6,3.9,Location.HOME,4,2,0,2,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,3,-10,10,1780,1,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
41,2,15,1,0,0,2014-12-07,3,15.1,Location.HOME,8,1,0,3,Team.MIAMI_HEAT,Outcome.WIN,0,6,17,1425,1,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
42,0,18,6,0,0,2014-12-09,4,12.7,Location.HOME,6,5,0,9,Team.DALLAS_MAVERICKS,Outcome.WIN,3,14,17,1930,1,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
43,1,12,9,0,1,2014-12-12,10,14.7,Location.HOME,7,6,0,1,Team.CHARLOTTE_HORNETS,Outcome.WIN,4,11,20,2557,0,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
44,1,14,4,0,0,2014-12-13,9,21.6,Location.AWAY,10,4,0,2,Team.PHILADELPHIA_76ERS,Outcome.WIN,1,23,24,1968,2,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
45,0,12,2,0,0,2014-12-16,6,12.6,Location.HOME,8,1,0,4,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,1,6,17,1560,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
46,1,19,4,0,0,2014-12-17,15,20.1,Location.AWAY,9,3,0,6,Team.SAN_ANTONIO_SPURS,Outcome.WIN,3,4,21,2906,2,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
47,1,11,0,0,0,2014-12-19,7,7.4,Location.HOME,4,0,0,5,Team.CHICAGO_BULLS,Outcome.LOSS,2,-1,8,1346,0,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
48,2,9,4,0,0,2015-01-09,4,13.0,Location.AWAY,4,3,0,7,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1,-9,11,1853,2,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
49,4,16,6,0,2,2015-01-11,12,21.7,Location.HOME,11,5,0,5,Team.PHOENIX_SUNS,Outcome.WIN,6,19,27,2541,0,Team.MEMPHIS_GRIZZLIES,7,Zach Randolph,randoza01,2015
50,3,11,8,0,0,2015-01-14,9,22.4,Location.AWAY,8,4,0,5,Team.BROOKLYN_NETS,Outcome.WIN,2,28,20,1945,1,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
51,3,15,7,0,0,2015-01-16,7,16.2,Location.AWAY,6,6,0,5,Team.ORLANDO_MAGIC,Outcome.WIN,0,7,18,2098,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
52,2,13,10,0,0,2015-01-17,12,13.0,Location.HOME,6,8,0,3,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,4,-1,20,2265,0,Team.MEMPHIS_GRIZZLIES,5,Zach Randolph,randoza01,2015
53,2,13,2,0,0,2015-01-19,11,16.2,Location.HOME,8,2,0,4,Team.DALLAS_MAVERICKS,Outcome.LOSS,1,-8,18,2409,1,Team.MEMPHIS_GRIZZLIES,4,Zach Randolph,randoza01,2015
54,0,14,6,0,2,2015-01-21,10,14.5,Location.HOME,8,3,0,3,Team.TORONTO_RAPTORS,Outcome.WIN,3,4,19,2185,0,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
55,4,11,0,1,0,2015-01-24,12,16.5,Location.HOME,8,0,1,2,Team.PHILADELPHIA_76ERS,Outcome.WIN,2,13,17,1635,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
56,6,13,8,2,1,2015-01-26,7,24.0,Location.HOME,8,8,0,3,Team.ORLANDO_MAGIC,Outcome.WIN,3,6,24,2019,1,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
57,2,15,4,0,0,2015-01-27,8,13.7,Location.AWAY,10,2,0,2,Team.DALLAS_MAVERICKS,Outcome.WIN,3,14,22,2018,0,Team.MEMPHIS_GRIZZLIES,5,Zach Randolph,randoza01,2015
58,2,14,4,0,0,2015-01-29,12,14.9,Location.HOME,6,3,0,5,Team.DENVER_NUGGETS,Outcome.WIN,2,22,15,1820,1,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
59,3,20,6,0,1,2015-01-31,8,17.4,Location.HOME,8,5,0,10,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,4,13,21,2200,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
60,1,15,8,0,0,2015-02-02,6,13.3,Location.AWAY,6,7,0,3,Team.PHOENIX_SUNS,Outcome.WIN,2,7,19,1912,1,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
61,4,14,6,1,0,2015-02-04,7,15.7,Location.AWAY,6,5,1,4,Team.UTAH_JAZZ,Outcome.WIN,3,6,18,2008,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
62,0,7,0,1,1,2015-02-06,10,2.2,Location.AWAY,3,0,0,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,2,-10,6,1759,2,Team.MEMPHIS_GRIZZLIES,5,Zach Randolph,randoza01,2015
63,2,16,2,0,0,2015-02-08,10,9.5,Location.HOME,5,1,0,5,Team.ATLANTA_HAWKS,Outcome.WIN,2,5,11,1989,2,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
64,1,17,0,1,0,2015-02-10,7,15.4,Location.HOME,9,0,1,1,Team.BROOKLYN_NETS,Outcome.WIN,2,14,19,2066,3,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
65,4,15,6,0,0,2015-02-11,5,12.8,Location.AWAY,5,6,0,6,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,3,-23,16,1783,1,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
66,4,18,3,1,0,2015-02-22,7,10.3,Location.AWAY,7,1,0,2,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1,7,15,2237,2,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
67,2,12,6,0,1,2015-02-23,9,2.5,Location.AWAY,2,3,0,1,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,3,3,7,1911,0,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
68,1,10,6,1,0,2015-02-25,5,13.0,Location.AWAY,7,5,1,0,Team.SACRAMENTO_KINGS,Outcome.LOSS,4,-3,20,1825,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
69,1,18,0,0,0,2015-02-27,8,14.1,Location.HOME,10,0,0,2,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,2,-22,20,2169,1,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
70,0,7,1,1,1,2015-02-28,10,-0.5,Location.AWAY,3,1,0,1,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,3,9,7,1999,0,Team.MEMPHIS_GRIZZLIES,7,Zach Randolph,randoza01,2015
71,6,12,1,0,1,2015-03-04,6,19.1,Location.AWAY,7,1,0,2,Team.HOUSTON_ROCKETS,Outcome.WIN,1,-2,15,1980,3,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
72,3,16,4,1,0,2015-03-06,10,20.8,Location.HOME,10,4,0,3,Team.LOS_ANGELES_LAKERS,Outcome.WIN,3,4,24,2223,1,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
73,3,10,4,1,0,2015-03-07,2,1.9,Location.AWAY,3,1,0,0,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2,-11,7,1755,3,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
74,1,12,3,1,0,2015-03-09,7,11.6,Location.AWAY,7,2,0,2,Team.CHICAGO_BULLS,Outcome.WIN,4,20,16,1813,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
75,5,9,6,0,0,2015-03-11,7,11.4,Location.AWAY,4,6,0,1,Team.BOSTON_CELTICS,Outcome.LOSS,3,1,14,2018,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
76,4,10,8,0,1,2015-03-14,4,11.1,Location.HOME,4,7,0,2,Team.MILWAUKEE_BUCKS,Outcome.WIN,3,12,15,2062,2,Team.MEMPHIS_GRIZZLIES,5,Zach Randolph,randoza01,2015
77,2,20,4,1,0,2015-03-16,8,18.4,Location.HOME,9,3,0,8,Team.DENVER_NUGGETS,Outcome.WIN,3,16,21,2319,2,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
78,4,13,1,0,0,2015-03-17,4,10.2,Location.AWAY,6,1,0,1,Team.DETROIT_PISTONS,Outcome.LOSS,2,-7,13,2085,2,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
79,5,13,6,0,0,2015-03-20,4,16.2,Location.AWAY,8,5,0,0,Team.DALLAS_MAVERICKS,Outcome.WIN,3,14,21,2021,0,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
80,3,20,0,1,0,2015-03-21,1,8.5,Location.HOME,8,0,1,3,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,3,24,17,1840,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
81,5,12,6,0,0,2015-03-23,4,21.0,Location.AWAY,9,5,0,3,Team.NEW_YORK_KNICKS,Outcome.WIN,4,29,23,2070,0,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
82,1,8,2,1,0,2015-03-25,3,1.4,Location.HOME,2,1,0,0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,0,-10,5,1229,0,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
83,3,10,2,0,0,2015-03-27,2,5.6,Location.HOME,4,2,0,1,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1,-23,10,1619,1,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
84,0,16,3,0,0,2015-03-29,11,14.9,Location.AWAY,9,2,0,2,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,2,-12,20,1993,0,Team.MEMPHIS_GRIZZLIES,1,Zach Randolph,randoza01,2015
85,3,12,6,1,0,2015-03-30,5,9.6,Location.HOME,5,5,0,2,Team.SACRAMENTO_KINGS,Outcome.WIN,4,13,15,1770,1,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
86,2,11,2,2,1,2015-04-03,5,10.1,Location.HOME,6,1,1,2,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,3,-6,14,1808,1,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
87,1,5,0,0,0,2015-04-04,9,4.0,Location.HOME,3,0,0,1,Team.WASHINGTON_WIZARDS,Outcome.LOSS,2,-10,6,1892,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
88,6,13,3,1,0,2015-04-08,8,19.6,Location.HOME,6,3,0,5,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2,17,15,1783,2,Team.MEMPHIS_GRIZZLIES,0,Zach Randolph,randoza01,2015
89,2,13,6,0,0,2015-04-10,8,10.1,Location.AWAY,5,4,0,2,Team.UTAH_JAZZ,Outcome.WIN,3,4,14,2283,2,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
90,5,19,6,0,0,2015-04-11,9,16.9,Location.AWAY,8,5,0,4,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,4,-6,21,2314,3,Team.MEMPHIS_GRIZZLIES,4,Zach Randolph,randoza01,2015
91,4,7,4,0,0,2015-04-13,1,10.8,Location.AWAY,3,4,0,4,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1,-31,10,1261,1,Team.MEMPHIS_GRIZZLIES,2,Zach Randolph,randoza01,2015
92,0,12,4,0,0,2015-04-15,8,11.3,Location.HOME,7,4,0,1,Team.INDIANA_PACERS,Outcome.WIN,3,1,18,2119,0,Team.MEMPHIS_GRIZZLIES,3,Zach Randolph,randoza01,2015
93,0,10,2,7,0,2014-10-30,0,-4.4,Location.HOME,1,2,1,0,Team.OKLAHOMA_CITY_THUNDER,Outcome.WIN,2,-7,5,1774,0,Team.LOS_ANGELES_CLIPPERS,2,J.J. Redick,redicjj01,2015
94,3,9,8,6,0,2014-10-31,3,13.5,Location.AWAY,3,8,1,0,Team.LOS_ANGELES_LAKERS,Outcome.WIN,1,11,15,2004,2,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
95,1,14,2,10,0,2014-11-02,2,4.7,Location.HOME,4,2,2,0,Team.SACRAMENTO_KINGS,Outcome.LOSS,1,-6,12,1952,1,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
96,2,6,2,5,0,2014-11-03,3,3.1,Location.HOME,2,1,2,0,Team.UTAH_JAZZ,Outcome.WIN,1,-6,7,908,0,Team.LOS_ANGELES_CLIPPERS,2,J.J. Redick,redicjj01,2015
97,0,6,5,2,0,2014-11-05,1,6.9,Location.AWAY,3,5,1,0,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,1,-20,12,1409,0,Team.LOS_ANGELES_CLIPPERS,2,J.J. Redick,redicjj01,2015
98,1,13,8,3,0,2014-11-08,4,25.6,Location.HOME,11,6,2,0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2,3,30,2244,1,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
99,4,10,3,6,0,2014-11-10,1,9.4,Location.HOME,4,3,2,1,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,0,-2,13,2160,0,Team.LOS_ANGELES_CLIPPERS,2,J.J. Redick,redicjj01,2015
100,3,8,7,4,0,2014-11-15,2,8.7,Location.HOME,3,6,2,0,Team.PHOENIX_SUNS,Outcome.WIN,3,7,14,2064,0,Team.LOS_ANGELES_CLIPPERS,2,J.J. Redick,redicjj01,2015
101,1,10,0,3,1,2014-11-17,0,-0.2,Location.HOME,2,0,1,0,Team.CHICAGO_BULLS,Outcome.LOSS,1,-8,5,1421,0,Team.LOS_ANGELES_CLIPPERS,0,J.J. Redick,redicjj01,2015
102,1,6,0,2,0,2014-11-19,0,-1.5,Location.AWAY,1,0,1,0,Team.ORLANDO_MAGIC,Outcome.WIN,1,8,3,1263,0,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
103,2,11,0,8,0,2014-11-20,1,8.5,Location.AWAY,5,0,4,1,Team.MIAMI_HEAT,Outcome.WIN,3,18,14,1404,0,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
104,1,10,2,6,0,2014-11-23,1,10.2,Location.AWAY,5,2,3,0,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,2,-11,15,1570,0,Team.LOS_ANGELES_CLIPPERS,0,J.J. Redick,redicjj01,2015
105,1,12,3,9,0,2014-11-24,1,10.0,Location.AWAY,5,3,4,0,Team.CHARLOTTE_HORNETS,Outcome.WIN,4,32,17,2105,0,Team.LOS_ANGELES_CLIPPERS,0,J.J. Redick,redicjj01,2015
106,0,6,4,3,0,2014-11-26,4,4.0,Location.AWAY,3,3,1,0,Team.DETROIT_PISTONS,Outcome.WIN,2,0,10,1520,0,Team.LOS_ANGELES_CLIPPERS,3,J.J. Redick,redicjj01,2015
107,1,13,0,9,0,2014-11-28,0,5.0,Location.AWAY,6,0,3,0,Team.HOUSTON_ROCKETS,Outcome.WIN,0,10,15,1441,0,Team.LOS_ANGELES_CLIPPERS,4,J.J. Redick,redicjj01,2015
108,3,9,5,5,0,2014-11-29,3,10.3,Location.AWAY,4,4,1,0,Team.UTAH_JAZZ,Outcome.WIN,4,25,13,1882,1,Team.LOS_ANGELES_CLIPPERS,0,J.J. Redick,redicjj01,2015
109,2,11,6,5,0,2014-12-01,1,17.6,Location.HOME,7,5,4,0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2,28,23,1368,0,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
110,0,11,2,7,1,2014-12-03,0,14.6,Location.HOME,7,2,4,0,Team.ORLANDO_MAGIC,Outcome.WIN,3,26,20,1692,0,Team.LOS_ANGELES_CLIPPERS,0,J.J. Redick,redicjj01,2015
111,3,14,0,9,0,2014-12-06,0,16.7,Location.HOME,8,0,5,0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2,27,21,2167,2,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
112,3,13,6,7,0,2014-12-08,4,12.4,Location.HOME,5,5,2,0,Team.PHOENIX_SUNS,Outcome.WIN,1,2,17,2580,1,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
113,1,11,0,5,0,2014-12-10,1,11.7,Location.AWAY,7,0,2,0,Team.INDIANA_PACERS,Outcome.WIN,1,21,16,1889,0,Team.LOS_ANGELES_CLIPPERS,0,J.J. Redick,redicjj01,2015
114,2,9,1,2,0,2014-12-12,4,8.9,Location.AWAY,4,1,1,0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,0,-10,10,1874,1,Team.LOS_ANGELES_CLIPPERS,0,J.J. Redick,redicjj01,2015
115,3,14,8,7,0,2014-12-13,4,19.4,Location.AWAY,6,8,5,1,Team.MILWAUKEE_BUCKS,Outcome.LOSS,3,3,25,2100,1,Team.LOS_ANGELES_CLIPPERS,2,J.J. Redick,redicjj01,2015
116,0,9,1,1,0,2014-12-15,0,8.5,Location.HOME,7,0,0,0,Team.DETROIT_PISTONS,Outcome.WIN,4,1,14,1115,1,Team.LOS_ANGELES_CLIPPERS,1,J.J. Redick,redicjj01,2015
